7700  0.001191  0.001239 64727.450000 64727.450000 121860.250000 121859.250000
7800  0.001268  0.001300 65655.750000 65655.750000 121960.400000 121959.400000
7900  0.001137  0.001167 65217.550000 65217.550000 123217.150000 123216.150000
8000  0.001193  0.001228 68928.100000 68928.100000 127060.350000 127059.350000
8100  0.001198  0.001225 69947.550000 69947.550000 130993.300000 130992.300000
8200  0.001238  0.001273 68646.950000 68646.950000 129469.050000 129468.050000
8300  0.001243  0.001270 71523.250000 71523.250000 131932.800000 131931.800000
8400  0.001296  0.001336 71277.900000 71277.900000 132654.850000 132653.850000
8500  0.001271  0.001301 73163.750000 73163.750000 135491.500000 135490.500000
8600  0.001276  0.001303 75037.400000 75037.400000 138101.150000 138100.150000
8700  0.001430  0.001469 73094.900000 73094.900000 138606.350000 138605.350000
8800  0.001391  0.001423 73334.450000 73334.450000 137859.600000 137858.600000
8900  0.001404  0.001416 78175.050000 78175.050000 143361.750000 143360.750000
9000  0.001438  0.001490 79908.500000 79908.500000 146023.250000 146022.250000
9100  0.001538  0.001587 78606.700000 78606.700000 147346.800000 147345.800000
9200  0.001517  0.001563 79435.150000 79435.150000 147763.700000 147762.700000
9300  0.001542  0.001589 78840.350000 78840.350000 148079.500000 148078.500000
9400  0.001508  0.001558 78748.750000 78748.750000 149950.150000 149949.150000
9500  0.001585  0.001652 81237.700000 81237.700000 154148.650000 154147.650000
9600  0.001533  0.001561 83542.750000 83542.750000 155135.100000 155134.100000
9700  0.001448  0.001491 83652.750000 83652.750000 157959.200000 157958.200000
9800  0.001472  0.001500 82784.450000 82784.450000 156780.950000 156779.950000
9900  0.001519  0.001533 86923.400000 86923.400000 161583.350000 161582.350000
