4300  0.001771  0.001651 1040160.000000 1118000.000000 2056131.000000 2159274.000000
4400  0.001824  0.001691 1068160.000000 1144000.000000 2111401.000000 2207506.000000
4500  0.002015  0.001920 1096160.000000 1170000.000000 2165833.000000 2253116.000000
4600  0.001979  0.001833 1124160.000000 1196000.000000 2221146.000000 2297251.000000
4700  0.001954  0.001800 1152160.000000 1222000.000000 2275827.000000 2350743.000000
4800  0.001996  0.001839 1180160.000000 1248000.000000 2330806.000000 2397210.000000
4900  0.002044  0.001908 1208160.000000 1274000.000000 2385587.000000 2445061.000000
5000  0.002578  0.002293 1236160.000000 1300000.000000 2440818.000000 2491256.000000
5100  0.002414  0.002186 1264160.000000 1326000.000000 2496123.000000 2535146.000000
5200  0.002140  0.001969 1292160.000000 1352000.000000 2550739.000000 2598949.000000
5300  0.002224  0.002006 1320160.000000 1378000.000000 2606075.000000 2644346.000000
5400  0.002498  0.002326 1348160.000000 1404000.000000 2661224.000000 2692971.000000
5500  0.002706  0.002464 1376160.000000 1430000.000000 2716426.000000 2737118.000000
5600  0.002729  0.002377 1404160.000000 1456000.000000 2771477.000000 2783367.000000
5700  0.002402  0.002157 1432160.000000 1482000.000000 2827101.000000 2837038.000000
5800  0.002492  0.002234 1460160.000000 1508000.000000 2882253.000000 2882290.000000
5900  0.002656  0.002288 1488160.000000 1534000.000000 2937598.000000 2930849.000000
6000  0.002944  0.002617 1516160.000000 1560000.000000 2993086.000000 2975488.000000
6100  0.003356  0.002832 1544160.000000 1586000.000000 3047921.000000 3020853.000000
6200  0.002862  0.002491 1572160.000000 1612000.000000 3103401.000000 3104253.000000
6300  0.002701  0.002487 1600160.000000 1638000.000000 3159429.000000 3150953.000000
6400  0.003028  0.002679 1628160.000000 1664000.000000 3215361.000000 3199601.000000
6500  0.002959  0.002673 1656160.000000 1690000.000000 3270928.000000 3244064.000000
6600  0.002964  0.002587 1684160.000000 1716000.000000 3326660.000000 3289632.000000
6700  0.003002  0.002643 1712160.000000 1742000.000000 3382269.000000 3342643.000000
6800  0.003310  0.002834 1740160.000000 1768000.000000 3438520.000000 3389077.000000
6900  0.003056  0.002739 1768160.000000 1794000.000000 3494009.000000 3432515.000000
7000  0.003121  0.002735 1796160.000000 1820000.000000 3549633.000000 3481553.000000
7100  0.003150  0.002787 1824160.000000 1846000.000000 3605397.000000 3526608.000000
7200  0.003015  0.002685 1852160.000000 1872000.000000 3662025.000000 3591236.000000
7300  0.003064  0.002752 1880160.000000 1898000.000000 3717325.000000 3637151.000000
7400  0.003354  0.002987 1908160.000000 1924000.000000 3772949.000000 3680811.000000
7500  0.003426  0.003054 1936160.000000 1950000.000000 3828919.000000 3729394.000000
7600  0.003537  0.003214 1964160.000000 1976000.000000 3884989.000000 3775098.000000
7700  0.003213  0.002858 1992160.000000 2002000.000000 3941165.000000 3828845.000000
7800  0.003244  0.002876 2020160.000000 2028000.000000 3997210.000000 3872670.000000
7900  0.003396  0.003059 2048160.000000 2054000.000000 4053150.000000 3918777.000000
8000  0.003397  0.003078 2076160.000000 2080000.000000 4108917.000000 3967778.000000
8100  0.003504  0.003189 2104160.000000 2106000.000000 4164506.000000 4013040.000000
8200  0.003413  0.003293 2132320.000000 2296000.000000 4221433.000000 4465939.000000
8300  0.003747  0.003563 2162320.000000 2324000.000000 4279979.000000 4513101.000000
8400  0.003578  0.003381 2192320.000000 2352000.000000 4338684.000000 4562212.000000
8500  0.003537  0.003267 2222320.000000 2380000.000000 4397873.000000 4612926.000000
8600  0.003584  0.003318 2252320.000000 2408000.000000 4456313.000000 4662143.000000
8700  0.003625  0.003349 2282320.000000 2436000.000000 4515037.000000 4708687.000000
8800  0.003657  0.003429 2312320.000000 2464000.000000 4574150.000000 4766115.000000
8900  0.003706  0.003466 2342320.000000 2492000.000000 4633056.000000 4815090.000000
9000  0.003763  0.003498 2372320.000000 2520000.000000 4691801.000000 4866061.000000
9100  0.003802  0.003502 2402320.000000 2548000.000000 4750776.000000 4914945.000000
9200  0.003812  0.003561 2432320.000000 2576000.000000 4809859.000000 4962076.000000
9300  0.003878  0.003616 2462320.000000 2604000.000000 4868844.000000 5028932.000000
9400  0.003919  0.003611 2492320.000000 2632000.000000 4927301.000000 5077106.000000
9500  0.003996  0.003660 2522320.000000 2660000.000000 4986481.000000 5128698.000000
9600  0.004006  0.003698 2552320.000000 2688000.000000 5045791.000000 5178254.000000
9700  0.004073  0.003756 2582320.000000 2716000.000000 5104700.000000 5225664.000000
9800  0.004108  0.003840 2612320.000000 2744000.000000 5163432.000000 5282234.000000
9900  0.004131  0.003798 2642320.000000 2772000.000000 5222444.000000 5330377.000000
